block,timestamp,reserve0,reserve1,totalsupply,reserve0tkn,reserve1tkn,price,sINV
11845000,1613174936,4933.014670495109,7536.341775053758,1000.0,BNT,GRT,0.6545635558652622,6.097285013693007
11846000,1613188056,4933.014670495109,7536.341775053758,1000.0,BNT,GRT,0.6545635558652622,6.097285013693007
11847000,1613202096,4933.014670495109,7536.341775053758,1000.0,BNT,GRT,0.6545635558652622,6.097285013693007
11848000,1613215266,4933.014670495109,7536.341775053758,1000.0,BNT,GRT,0.6545635558652622,6.097285013693007
11849000,1613228654,4933.014670495109,7536.341775053758,1000.0,BNT,GRT,0.6545635558652622,6.097285013693007
11850000,1613242198,4983.140141989664,7460.685231447401,1000.0,BNT,GRT,0.6679199011084557,6.097346969262532
11851000,1613255952,4983.140141989664,7460.685231447401,1000.0,BNT,GRT,0.6679199011084557,6.097346969262532
11852000,1613268672,4983.140141989664,7460.685231447401,1000.0,BNT,GRT,0.6679199011084557,6.097346969262532
11853000,1613281191,4912.161421045834,7569.972904512216,1000.0,BNT,GRT,0.6489007930421856,6.09794464224686
11854000,1613294883,4912.161421045834,7569.972904512216,1000.0,BNT,GRT,0.6489007930421856,6.09794464224686
11855000,1613308097,4767.387642683286,7800.328972484622,1000.0,BNT,GRT,0.6111777669249686,6.098130201322991
11856000,1613321565,4480.781359777506,8300.32897248462,1000.0,BNT,GRT,0.5398317795151472,6.098521078091824
11857000,1613334583,4696.600309114202,7920.832083996788,1000.0,BNT,GRT,0.5929427943060668,6.099260808830937
11858000,1613347854,4696.600309114202,7920.832083996788,1000.0,BNT,GRT,0.5929427943060668,6.099260808830937
11859000,1613361379,4696.600309114202,7920.832083996788,1000.0,BNT,GRT,0.5929427943060668,6.099260808830937
11860000,1613374252,4696.600309114202,7920.832083996788,1000.0,BNT,GRT,0.5929427943060668,6.099260808830937
11861000,1613387512,4696.600309114202,7920.832083996788,1000.0,BNT,GRT,0.5929427943060668,6.099260808830937
11862000,1613400787,5035.138696586772,7389.338738733219,1000.0,BNT,GRT,0.6814058570889071,6.099700437364389
11863000,1613413713,5035.138696586772,7389.338738733219,1000.0,BNT,GRT,0.6814058570889071,6.099700437364389
11864000,1613427639,5035.138696586772,7389.338738733219,1000.0,BNT,GRT,0.6814058570889071,6.099700437364389
11865000,1613440945,5035.138696586772,7389.338738733219,1000.0,BNT,GRT,0.6814058570889071,6.099700437364389
11866000,1613454603,4743.447421397722,7844.701912621662,1000.0,BNT,GRT,0.6046689184920838,6.100076315838925
11867000,1613467545,4743.447421397722,7844.701912621662,1000.0,BNT,GRT,0.6046689184920838,6.100076315838925
11868000,1613480678,4743.447421397722,7844.701912621662,1000.0,BNT,GRT,0.6046689184920838,6.100076315838925
11869000,1613493695,4743.447421397722,7844.701912621662,1000.0,BNT,GRT,0.6046689184920838,6.100076315838925
11870000,1613507075,4743.447421397722,7844.701912621662,1000.0,BNT,GRT,0.6046689184920838,6.100076315838925
11871000,1613521053,4743.447421397722,7844.701912621662,1000.0,BNT,GRT,0.6046689184920838,6.100076315838925
11872000,1613534269,4446.754459161016,8369.26687567339,1000.0,BNT,GRT,0.5313194722092347,6.10049791404843
11873000,1613547535,4446.754459161016,8369.26687567339,1000.0,BNT,GRT,0.5313194722092347,6.10049791404843
11874000,1613560114,4446.754459161016,8369.26687567339,1000.0,BNT,GRT,0.5313194722092347,6.10049791404843
11875000,1613573596,4446.754459161016,8369.26687567339,1000.0,BNT,GRT,0.5313194722092347,6.10049791404843
11876000,1613586767,4446.754459161016,8369.26687567339,1000.0,BNT,GRT,0.5313194722092347,6.10049791404843
11877000,1613599998,4252.033286371116,8753.339413203863,1000.0,BNT,GRT,0.48576127185896517,6.100777864489662
11878000,1613613641,4252.033286371116,8753.339413203863,1000.0,BNT,GRT,0.48576127185896517,6.100777864489662
11879000,1613626921,4252.033286371116,8753.339413203863,1000.0,BNT,GRT,0.48576127185896517,6.100777864489662
11880000,1613640635,4252.039580940986,8753.326480984291,1000.0,BNT,GRT,0.48576270863175364,6.1007778735210545
