block,timestamp,reserve0,reserve1,total supply,trade volume,price,sINV
10094000,1589859512,66.52867070162675,0.03438323741503016,1.5124387854192285,0.0,1934.9158399070548,1.0000000000000009
10095000,1589872818,66.52867070162675,0.03438323741503016,1.5124387854192285,0.0,1934.9158399070548,1.0000000000000009
10096000,1589886189,66.52867070162675,0.03438323741503016,1.5124387854192285,0.0,1934.9158399070548,1.0000000000000009
10097000,1589900110,66.33631735338615,0.03448323741503016,1.5124387854192285,0.1923533482406022,1923.7264922368408,1.0000043499679847
10098000,1589913105,66.33631735338615,0.03448323741503016,1.5124387854192285,0.1923533482406022,1923.7264922368408,1.0000043499679847
10099000,1589926249,64.74515917747101,0.03533323741503016,1.5124387854192285,1.783511524155734,1832.415139800621,1.0000404370818898
10100000,1589939554,64.74515917747101,0.03533323741503016,1.5124387854192285,1.783511524155734,1832.415139800621,1.0000404370818898
10101000,1589953248,64.74515917747101,0.03533323741503016,1.5124387854192285,1.783511524155734,1832.415139800621,1.0000404370818898
10102000,1589967012,64.74515917747101,0.03533323741503016,1.5124387854192285,1.783511524155734,1832.415139800621,1.0000404370818898
10103000,1589980117,74.40727442465283,0.0406061229295174,1.7381445838862923,1.783511524155734,1832.4151398006206,1.0000404370818898
10104000,1589993993,74.40727442465283,0.0406061229295174,1.7381445838862923,1.783511524155734,1832.4151398006206,1.0000404370818898
10105000,1590006861,74.407274424652829887,0.040606122929517399,1.738144583886292611,1.783511524155734177,1832.4151398006209,1.0000404370818898
10106000,1590020319,74.407274424652829887,0.040606122929517399,1.738144583886292611,1.783511524155734177,1832.4151398006209,1.0000404370818898
10107000,1590034230,74.407274424652829887,0.040606122929517399,1.738144583886292611,1.783511524155734177,1832.4151398006209,1.0000404370818898
10108000,1590047677,74.407274424652829887,0.040606122929517399,1.738144583886292611,1.783511524155734177,1832.4151398006209,1.0000404370818898
10109000,1590060808,36814.392281745227590681,19.658514498882350367,850.66693173748856941,400.443511524155734177,1872.694515337781,1.0000566815100858
10110000,1590074422,37467.103491368134247792,19.325907058793345606,850.66693173748856941,7296.712735627757243134,1938.6983171028185,1.0003119398257299
10111000,1590087453,36768.119028095725275933,19.703395639561175123,850.66693173748856941,13630.733282276598507303,1866.080329538295,1.0005681971117923
10112000,1590100941,36524.57245592323166902,19.838048923554410647,850.66693173748856941,15692.279854449092114216,1841.1373314316374,1.000650687958391
10113000,1590113970,36524.57245592323166902,19.838048923554410647,850.66693173748856941,15692.279854449092114216,1841.1373314316374,1.000650687958391
10114000,1590127844,36406.314617777990034959,19.906981829245011443,850.66693173748856941,18474.854244790333748277,1828.8214120080268,1.0007636405142877
10115000,1590141059,36406.314617777990034959,19.906981829245011443,850.66693173748856941,18474.854244790333748277,1828.8214120080268,1.0007636405142877
10116000,1590155285,36256.314617777990034959,19.989589022035440993,850.66693173748856941,18624.854244790333748277,1813.7598815969147,1.0007698440718187
10117000,1590168889,36617.795970824422017638,19.792843170344146064,850.66693173748856941,18986.335597836765730956,1850.0523474914057,1.0007846634101945
10118000,1590181994,37240.959242394422017638,19.462621071289198026,850.66693173748856941,19609.498869406765730956,1913.4606333846475,1.0008097839658576
10119000,1590195933,37145.816919751085760636,19.512621071289198026,850.66693173748856941,19704.641192050101987958,1903.6815599523586,1.0008136307666688
10120000,1590208967,36758.180257273460067263,19.722291831427549271,850.66693173748856941,22178.277854527727681331,1863.7884770926648,1.0009125652141144
10121000,1590222093,36377.903114975629989367,19.929079569201049399,850.66693173748856941,22558.554996825557759227,1825.3679498171628,1.0009281440528133
10122000,1590235790,36377.903114975629989367,19.929079569201049399,850.66693173748856941,22558.554996825557759227,1825.3679498171628,1.0009281440528133
10123000,1590248502,36220.258653552245829124,20.016079569201049399,850.66693173748856941,22716.19945824894191947,1809.5580869534876,1.0009346699261636
10124000,1590262159,36210.248502570432175342,20.021629569201049399,850.66693173748856941,22726.209609230755573252,1808.556510218932,1.0009350861153803
10125000,1590274976,36245.825814246791228056,20.00203611579009777,850.66693173748856941,22761.786920907114625966,1812.1068077481095,1.0009365598295545
10126000,1590289064,36245.825814246791228056,20.00203611579009777,850.66693173748856941,22761.786920907114625966,1812.1068077481095,1.0009365598295545
10127000,1590302839,36245.825814246791228056,20.00203611579009777,850.66693173748856941,22761.786920907114625966,1812.1068077481095,1.0009365598295545
10128000,1590316431,35632.539087748736389901,20.350061407798875352,850.66693173748856941,24977.389798028211147835,1750.9794380322148,1.001029085827631
10129000,1590329474,35632.539087748736389901,20.350061407798875352,850.66693173748856941,24977.389798028211147835,1750.9794380322148,1.001029085827631
10130000,1590342750,35632.539087748736389901,20.350061407798875352,850.66693173748856941,24977.389798028211147835,1750.9794380322148,1.001029085827631
10131000,1590355756,36567.284722349764664515,19.831386879409028407,850.66693173748856941,25912.135432629239422449,1843.9096037361692,1.0010674710152152
10132000,1590369617,36384.366534853189415544,19.931386879409028407,850.66693173748856941,26095.05362012581467142,1825.4809238809976,1.0010750049523514
10133000,1590383553,36384.366534853189415544,19.931386879409028407,850.66693173748856941,26095.05362012581467142,1825.4809238809976,1.0010750049523514
10134000,1590397131,36384.366534853189415544,19.931386879409028407,850.66693173748856941,26095.05362012581467142,1825.4809238809976,1.0010750049523514
10135000,1590410682,36384.366534853189415544,19.931386879409028407,850.66693173748856941,26095.05362012581467142,1825.4809238809976,1.0010750049523514
10136000,1590423941,36384.366534853189415544,19.931386879409028407,850.66693173748856941,26095.05362012581467142,1825.4809238809976,1.0010750049523514
