block,timestamp,ROI,Token Price,Trade Volume,sINV
11009841.0,1602090501.0,1.0,0.12180566795818007,4.2534830692982875e+22,1.0043403204974892
11011341.0,1602110647.0,1.0000870023284,0.12631146688388373,0.0,1.0044277004438786
11012841.0,1602131650.0,1.0001996262613708,0.1306897175140809,0.0,1.0045408132008142
11014341.0,1602152134.0,1.000285019293887,0.12339910577988487,0.0,1.0046265768664595
11015841.0,1602172439.0,1.0004334593890871,0.12232947448788675,0.0,1.0047756612392476
11017341.0,1602193423.0,1.0006977432552124,0.13129364682137626,0.0,1.0050410921820545
11018841.0,1602214015.0,1.0007421550550408,0.13003628831669495,0.0,1.005085696743328
11020341.0,1602234199.0,1.0007505314535774,0.13119528788376095,0.0,1.0050941094981185
11021841.0,1602254037.0,1.0008203943480345,0.13135845604106214,0.0,1.0051642756199286
11023341.0,1602275050.0,1.0008965102209764,0.13033710319121464,0.0,1.0052407218601542
11024841.0,1602294775.0,1.0009265731612371,0.1336506174817787,0.0,1.0052709152832102
11026341.0,1602314486.0,1.0009693881186692,0.13618552189776392,0.0,1.0053139160712796
11027841.0,1602334942.0,1.001057928348503,0.1351624171048851,0.0,1.0054028405940882
11029341.0,1602355153.0,1.0012008484400357,0.14004667723834802,0.0,1.0055463810046237
11030841.0,1602374263.0,1.0012417060153305,0.1390013091425394,0.0,1.00558741591489
11032341.0,1602394814.0,1.0012867269943988,0.13508458270377924,0.0,1.0056326322994364
11033841.0,1602414385.0,1.0013020968064958,0.13638192356262727,0.0,1.0056480688214442
11035341.0,1602434185.0,1.0013124553267854,0.13585594691316588,0.0,1.0056584723010316
11036841.0,1602453544.0,1.00135243557806,0.13498593124323655,0.0,1.0056986260794103
11038341.0,1602473681.0,1.001400610774304,0.13357052738874167,0.0,1.005747010371446
11039841.0,1602493287.0,1.0014741432636272,0.13428941370491132,0.0,1.0058208620153395
11041341.0,1602513259.0,1.0015929064722786,0.13106029083163834,0.0,1.00594014069438
11042841.0,1602533496.0,1.0016691034811926,0.13294530682638162,0.0,1.0060166684227336
11044341.0,1602553322.0,1.0017700736162736,0.13199690187399782,0.0,1.0061180768005615
11045841.0,1602572531.0,1.0020867847629202,0.13087083508245914,0.0,1.0064361625750895
11047341.0,1602592789.0,1.0021453431918943,0.13438571818372289,0.0,1.0064949751664134
11048841.0,1602612674.0,1.0021854688987406,0.13525401821194505,0.0,1.0065352750316876
11050341.0,1602632083.0,1.0022914555570028,0.13671146305011306,0.0,1.0066417217060155
11051841.0,1602652549.0,1.0023472231123047,0.13620261042760515,0.0,1.0066977313103804
11053341.0,1602672663.0,1.002785024149843,0.13979629739427596,0.0,1.0071374325447358
11054841.0,1602692248.0,1.0030323520158808,0.1407070360680715,0.0,1.0073858338929802
11056341.0,1602712345.0,1.0031795758905249,0.14033015778420432,0.0,1.007533696766425
11057841.0,1602730939.0,1.0033632589603043,0.13883416959245584,0.0,1.0077181770795975
11059341.0,1602751274.0,1.0037228723734646,0.1292257695616816,0.0,1.008079351330226
11060841.0,1602770926.0,1.0040233813858042,0.12496700091661572,0.0,1.0083811646479912
11062341.0,1602790567.0,1.0042286488042682,0.1252211077683406,0.0,1.0085873229928393
11063841.0,1602810416.0,1.0045330343679968,0.1132572085664386,0.0,1.0088930296874692
11065341.0,1602830359.0,1.0048238689056996,0.11321656175949762,0.0,1.0091851265402774
11066841.0,1602849959.0,1.0050078328042256,0.11288544274900048,0.0,1.009369888901083
11068341.0,1602869762.0,1.0051614123667654,0.11126878516544876,0.0,1.0095241350481459
11069841.0,1602889787.0,1.0053121847177793,0.10732560700485558,0.0,1.0096755617994857
11071341.0,1602909553.0,1.0054441414948696,0.1104091083216717,0.0,1.00980809131128
11072841.0,1602930035.0,1.0055291106408992,0.11216771796753852,0.0,1.0098934292506359
11074341.0,1602949733.0,1.0057029032544142,0.11316888880840295,0.0,1.0100679761797935
11075841.0,1602970182.0,1.005910199810165,0.11314440387277787,0.0,1.0102761724690346
11077341.0,1602989821.0,1.0060095164727223,0.10773011780469764,0.0,1.0103759201977385
11078841.0,1603009781.0,1.006103050155663,0.10746037339841492,0.0,1.01046985984684
11080341.0,1603029951.0,1.0061268976314344,0.10716692586190944,0.0,1.0104938108282993
11081841.0,1603049454.0,1.0062150512351609,0.10754935432554066,0.0,1.0105823470469193
11083341.0,1603069902.0,1.0063830646335874,0.1074165109169254,0.0,1.0107510896773426
11084841.0,1603089199.0,1.0064037144656426,0.1070929326584936,0.0,1.010771829136287
11086341.0,1603109578.0,1.0064654367647532,0.1024994293263402,0.0,1.0108338193299578
11087841.0,1603128916.0,1.0068006001013663,0.09812830070733737,0.0,1.0111704373828707
11089341.0,1603148409.0,1.0071375042332995,0.09419429571690996,0.0,1.0115088037867137
11090841.0,1603168111.0,1.0073968640499973,0.09456706424403526,0.0,1.0117692893081398
11092341.0,1603188146.0,1.0075980014378028,0.09030325517028663,0.0,1.0119712996966723
11093841.0,1603207918.0,1.008083937461919,0.09222730241070172,0.0,1.0124593448388746
11095341.0,1603227477.0,1.0083603732932656,0.09207648432527976,0.0,1.012736980490326
11096841.0,1603248353.0,1.0087296786624638,0.08589855849234783,0.0,1.013107888763188
11098341.0,1603267779.0,1.0088574624267148,0.0893335924837349,0.0,1.013236227149931
11099841.0,1603287522.0,1.0089535676203096,0.09072463249740367,0.0,1.013332749470867
11101341.0,1603307935.0,1.0091658160896255,0.09216070805498884,0.0,1.0135459191665648
11102841.0,1603327488.0,1.0092324304808886,0.09009415970026836,0.0,1.0136128226856358
