block,timestamp,reserve0,reserve1,total supply,trade volume,price,sINV
11669000,1610836576,365775.54907587677,2549.478996731797,30314.534798720662,346442.702178975,143.47070501258034,1.0073540728609034
11670000,1610850269,371689.6485963268,2568.062389193693,30668.91312560878,353534.8470486709,144.73544340682002,1.0073830356507665
11671000,1610863459,374560.79250439437,2555.2866167805073,30710.05309728096,356838.2807188447,146.58269254206658,1.0073964137480005
11672000,1610876713,375980.72341265966,2663.30438475644,31410.415248264908,367811.553354004,141.17076724861215,1.0074407502576803
11673000,1610890333,377067.0402399345,2695.424059757565,31644.508791427183,370677.2331242474,139.89154651748905,1.0074522651767193
11674000,1610903700,378681.87702872296,2703.484073133665,31759.315979025592,372733.9183843247,140.07179875477675,1.0074605012497142
11675000,1610916881,383681.87702872296,2739.180052227597,32178.65630009167,372733.9183843247,140.07179875477678,1.0074605012497142
11676000,1610929796,388910.0169279793,2730.2955903020693,32344.1621731702,375976.1322904755,142.4424587247535,1.0074731775481711
11677000,1610943015,391331.0030210957,2733.254451971563,32461.85746346253,379147.14951922407,143.17401101782494,1.0074854750653717
11678000,1610956120,392914.59279715695,2777.8279160800953,32791.02419663595,383942.1713994647,141.4467003239044,1.0075039714759315
11679000,1610969565,394605.7904054221,2771.0447286487056,32821.115164429415,385994.5589233674,142.40325546742463,1.0075118476670528
11680000,1610983314,396481.040417001,2781.1859408873884,32958.49010599402,391304.5660089792,142.5582642958768,1.0075321593440352
11681000,1610996276,395530.0386411572,2767.658730301952,32838.69617903058,392024.1840685642,142.91141978982532,1.0075349012249877
11682000,1611009909,395530.0386411572,2767.658730301952,32838.69617903058,392024.1840685642,142.91141978982532,1.0075349012249877
11683000,1611023041,398538.1043571579,2752.782265616993,32874.19457882984,395459.4706743276,144.77647191171218,1.0075479758902144
11684000,1611036054,408506.6518160225,2753.6074167478205,33286.30603778142,407405.2270077503,148.35326536797825,1.0075926153327062
11685000,1611049523,410772.69616577076,2748.823884060288,33349.24985824629,409418.1994968836,149.43579999713128,1.0076000318867109
11686000,1611062770,413374.5160043601,2687.031852046432,33075.618474421935,417081.6139023922,153.8405715918611,1.0076281301702978
11687000,1611075886,419659.30853283283,2675.5387611301035,33253.711562273216,425830.40811063646,156.8503938831278,1.007659789451095
11688000,1611089195,420657.8625328345,2687.963761130104,33370.4102547671,426302.9245041381,156.49685037270623,1.007661496436002
11689000,1611102087,421207.9659607142,2684.463761130104,33370.4102547671,426853.02793201775,156.90581190166418,1.0076634704715748
11690000,1611115705,423040.4232198721,2680.9799013005986,33421.07070589829,428045.31261314923,157.7932094957693,1.007667737228835
11691000,1611128756,428934.0448945394,2718.00936501465,33883.27061282643,439815.5480391147,157.8118347992622,1.0077096304374742
11692000,1611141928,433884.109484354,2713.129681399859,34046.78755010553,446850.8186104115,159.92015142471496,1.0077342237840805
11693000,1611155239,435070.3061913755,2724.8408818479065,34166.60158741565,448518.8308804937,159.66815130002144,1.0077400331776447
11694000,1611167440,435961.0169083954,2732.6208123656456,34250.21988688064,449613.1668692704,159.53952152292274,1.0077438357594921
11695000,1611180369,435961.0169083954,2732.6208123656456,34250.21988688064,449613.1668692704,159.53952152292274,1.0077438357594921
11696000,1611194301,438462.97823530034,2723.8572903688173,34292.87189957672,452723.08764852345,160.97134742912,1.0077545846329978
11697000,1611208143,440841.0016202586,2749.528526485317,34546.386976643094,461257.9291295336,160.33330710111943,1.0077840292457918
